Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	"SUM 
Completed"
"Inka Regine Weingaertner, Sarah Koutnik, Hermann Ammer"	Chronic Morphine Treatment Attenuates Cell Growth of Human BT474 Breast Cancer Cells by Rearrangement of the ErbB Signalling Network	"PLOS One, January 2013 | Volume 8 | Issue 1 | e53510"	10.1371/journal.pone.0053510	2013	01January	1		1		"duplicated blot, shifted microscopy"	1	10/09/2015		1		1
"Jessica M. Esparza, Eileen O’Toole, Linya Li, Thomas H. Giddings Jr., Benjamin Kozak, Alison J. Albee, Susan K. Dutcher"	Katanin Localization Requires Triplet Microtubules in Chlamydomonas reinhardtii	"PLOS ONE, January 2013 | Volume 8 | Issue 1 | e53940"	10.1371/journal.pone.0053940	2013	01January		1			duplicated colony strip	1	01/15/2016		1		1
"Sreedevi Avasarala, Fangfang Zhang, Guangliang Liu, Ruixue Wang, Steven D. London, Lucille London"	Curcumin Modulates the Inflammatory Response and Inhibits Subsequent Fibrosis in a Mouse Model of Viral- induced Acute Respiratory Distress Syndrome	"PLOS ONE, February 2013 | Volume 8 | Issue 2 | e57285, doi:10.1371/journal.pone.0057285"	10.1371/journal.pone.0057285	2013	02February			1		reuse of one lane in different blot experiment	1	8/4/2015		1		1
"Rounak Nassirpour, Pramod P. Mehta, Sangita M. Baxi, Min-Jean Yin "	miR-221 Promotes Tumorigenesis in Human Triple Negative Breast Cancer Cells	"PLOS ONE, April 2013 | Volume 8 | Issue 4 | e62170"	10.1371/journal.pone.0062170	2013	04April	1			1	Duplicated / mirrored bands in blot	1	4/10/2017	1			1
"Jianuo Liu,  Peng Xu, Cory Collins, Han Liu, Jingdong Zhang, James P. Keblesh, Huangui Xiong"	HIV-1 Tat Protein Increases Microglial Outward K+ Current and Resultant Neurotoxic Activity	"PLOS ONE, May 2013 | Volume 8 | Issue 5 | e64904, doi:10.1371/journal.pone.0064904"	10.1371/journal.pone.0064904	2013	05May		1			multiple duplicated microscopy images	1	9/19/2014		1		1
"Yang Wang, Shijie Sheng, Jianzhi Zhang, Sijana Dzinic, Shaolei Li, Fang Fang, Nan Wu, Qingfeng Zheng, Yue Yang"	Elevated Maspin Expression Is Associated with Better Overall Survival in Esophageal Squamous Cell Carcinoma (ESCC)	"PLOS ONE, May 2013 | Volume 8 | Issue 5 | e63581"	10.1371/journal.pone.0063581	2013	05May			1		part of blot panel reused to represent different protein	1			1		1
"Elizabeth Ngoc Hoa Tran, Matthew Thomas Doyle, Renato Morona"	LPS Unmasking of Shigella flexneri Reveals Preferential Localisation of Tagged Outer Membrane Protease IcsP to Septa and New Poles	"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e70508, doi:10.1371/journal.pone.0070508"	10.1371/journal.pone.0070508	2013	07July	1			1	"duplicated lanes within same blot, or in different blots, duplicated microscopy panel"	1	10/16/2014		1		1
"Fabio Sallustio, Grazia Serino, Vincenzo Costantino, Claudia Curci, Sharon N. Cox, Giuseppe DePalma, Francesco P. Schena"	"miR-1915 and miR-1225-5p Regulate the Expression of CD133, PAX2 and TLR2 in Adult Renal Progenitor Cells"	"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e68296, doi:10.1371/journal.pone.0068296"	10.1371/journal.pone.0068296	2013	07July			1		"overlapping microscopy images,but rotated/stretched"	1	5/8/2015		1		1
"Jia Ma, Qing Zhang, Sulian Chen, Binbin Fang, Qingling Yang, Changjie Chen, Lucio Miele, Fazlul H. Sarkar, Jun Xia, Zhiwei Wang"	Mitochondrial Dysfunction Promotes Breast Cancer Cell Migration and Invasion through HIF1a Accumulation via Increased Production of Reactive Oxygen Species	"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69485,  doi: 10.1371/journal.pone.0069485"	10.1371/journal.pone.0069485	2013	07July				1	"multiple overlapping microscopy images, groups of cells visible in multiple images"	1	11/25/2014		1		1
"Yael Friedman-Levi, Michal Mizrahi, Kati Frid, Orli Binyamin, Ruth Gabizon "	"PrPST, a Soluble, Protease Resistant and Truncated PrP Form Features in the Pathogenesis of a Genetic Prion Disease"	"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69583, doi: 10.1371/journal.pone.0069583"	10.1371/journal.pone.0069583	2013	07July				1	"possible duplicated lanes within same blot, patch in other blot"	1	7/20/2015		1		1
"Yan Zhang, Lei Shan, Yaping Hua, Dan Wang, Huawu Zeng, Runhui Liu, Weidong Zhang, Zhenlin Hu"	Baicalein Selectively Induces Apoptosis in Activated Lymphocytes and Ameliorates Concanavalin A-Induced Hepatitis in Mice	"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69592"	10.1371/journal.pone.0069592	2013	07July			1		two sets of duplicated facs panels but different percentages gated points	1	01/26/2015		1		1
"Zhongpu Chen, Xiaodong Pan, Yuyu Yao, Fengdi Yan, Long Chen, Rong Huang, Genshan Ma"	Epigenetic Regulation of Cardiac Progenitor Cells Marker c-kit by Stromal Cell Derived Factor-1a	"PLOS ONE, July 2013 | Volume 8 | Issue 7 | e69134, doi:10.1371/journal.pone.0069134"	10.1371/journal.pone.0069134	2013	07July			1		overlapping microscopy images	1	7/23/2014		1		1
"Akrem Abdulsid, Alexander Fletcher, Fiona Lyall"	Heat Shock Protein 27 Is Spatially Distributed in the Human Placenta and Decreased during Labor	"PLOS ONE, August 2013 | Volume 8 | Issue 8 | e71127"	10.1371/journal.pone.0071127	2013	08August				1	reuse of 2 bands multiple times to create blot panel	1		1			1
"Fang Liu, A. Jesse Gore, Julie L. Wilson, Murray Korc"	DUSP1 Is a Novel Target for Enhancing Pancreatic Cancer Cell Sensitivity to Gemcitabine	"PLOS ONE, January 2014 | Volume 9 | Issue 1 | e84982"	10.1371/journal.pone.0084982	2014	01January			1		"duplicated, and mirrored blots"	1	9/15/2014		1		1
"Jagannath Misra, Dipanjan Chanda, Don-Kyu Kim, Seung-Rye Cho, Seung-Hoi Koo, Chul- Ho Lee, Sung Hoon Back, Hueng-Sik Choi"	Orphan Nuclear Receptor Errc Induces C-Reactive Protein Gene Expression through Induction of ER-Bound Bzip Transmembrane Transcription Factor CREBH	"PLOS One, January 2014 | Volume 9 | Issue 1 | e86342"	10.1371/journal.pone.0086342	2014	01January		1			duplicated (negative) western blot	1	5/6/2015		1		1
"Trent Fowler, Payel Ghatak, David H. Price, Ronald Conaway, Joan Conaway, Cheng-Ming Chiang, James E. Bradner, Ali Shilatifard, Ananda L. Roy"	Regulation of MYC Expression and Differential JQ1 Sensitivity in Cancer Cells	"PLOS One, January 2014 | Volume 9 | Issue 1 | e87003"	10.1371/journal.pone.0087003	2014	01January			1		"duplicated, and stretched blot"	1	4/22/2015		1		1
"Mojca Jez, Sakthikumar Ambady, Olga Kashpur, Alexandra Grella, Christopher Malcuit, Lucy Vilner, Primoz Rozman, Tanja Dominko"	Expression and Differentiation between OCT4A and Its Pseudogenes in Human ESCs and Differentiated Adult Somatic Cells	"PLOS One, February 2014 | Volume 9 | Issue 2 | e89546"	10.1371/journal.pone.0089546	2014	02February	1		1		"Duplicated, and shifted GAPDH gel panel"	1	7/28/2014		1		1
"Zhenni Zhang, Jianrui Lv, Xiaoming Lei, Siyuan Li, Yong Zhang, Lihua Meng, Rongliang Xue, Zongfang Li"	Baicalein Reduces the Invasion of Glioma Cells via Reducing the Activity of p38 Signaling Pathway	"PLOS One, February 2014 | Volume 9 | Issue 2 | e90318"	10.1371/journal.pone.0090318	2014	02February			1		Mirrored blot panels representing different proteins	1	7/25/2016	1			1
"Christophe Broca,  Elodie Varin, Mathieu Armanet, Cécile Tourrel-Cuzin, Domenico Bosco,  Stéphane Dalle, Anne Wojtusciszyn"	Proteasome Dysfunction Mediates High Glucose-Induced Apoptosis in Rodent Beta Cells and Human Islets	"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92066"	10.1371/journal.pone.0092066	2014	03March			1		duplicated/reused actin blot panels	1	7/7/2014		1		1
"Sylwia Flis, Agnieszka Gnyszka, Krzysztof Flis"	DNA Methyltransferase Inhibitors Improve the Effect of Chemotherapeutic Agents in SW48 and HT-29 Colorectal Cancer Cells	"PLOS One, March 2014 | Volume 9 | Issue 3 | e92305"	10.1371/journal.pone.0092305	2014	03March			1		Duplicated lanes within different panels - but representing same conditions	1	8/18/2014		1		1
"Takaharu Nakayoshi, Ken-ichiro Sasaki, Hidemi Kajimoto, Hiroshi Koiwaya, Masanori Ohtsuka, Takafumi Ueno, Hidetoshi Chibana, Naoki Itaya, Masahiro Sasaki, Shinji Yokoyama, Yoshihiro Fukumoto, Tsutomu Imaizumi"	FOXO4-Knockdown Suppresses Oxidative Stress-Induced Apoptosis of Early Pro-Angiogenic Cells and Augments Their Neovascularization Capacities in Ischemic Limbs	"PLOS ONE, March 2014 | Volume 9 | Issue 3 | e92626"	10.1371/journal.pone.0092626	2014	03March			1		Mirrored microscopy image	1	4/27/2015		1		1
"Yuri Churin, Martin Roderfeld, Johannes Stiefel, Tilman Wu r_ ger, Dirk Schro __ er, Tomomitsu Matono, Hans-Joachim Mollenkopf, Roberta Montalbano, Malvika Pompaiah, Kurt Reifenberg5, Daniel Zahner, Matthias Ocker, Wolfram Gerlich, Dieter Glebe, Elke Roeb"	Pathological Impact of Hepatitis B Virus Surface Proteins on the Liver Is Associated with the Host Genetic Background	"PLOS One, March 2014 | Volume 9 | Issue 3 | e90608"	10.1371/journal.pone.0090608	2014	03March	1	1			"Duplicated actin blot panel but different experiments, cuts in panels"	1	5/1/2015		1		1
"Chuan Li, Cheng Wang, Lingxue Meng, Jiewen Xing, Tianya Wang, Hua Yang, Yingyin Yao, Huiru Peng, Zhaorong Hu, Qixin Sun, Zhongfu Ni"	Ectopic Expression of a Maize Hybrid Down-Regulated Gene ZmARF25 Decreases Organ Size by Affecting Cellular Proliferation in Arabidopsis	"PLOS One, April 2014 | Volume 9 | Issue 4 | e94830"	10.1371/journal.pone.0094830	2014	04April				1	"Manipulated plant images, duplication of seeds, manipulated leaves"	1	5/12/2016	1			1
"Gail Doughton, Jun Wei, Nicolas Tapon, Melanie J. Welham, Andrew D. Chalmers"	Formation of a Polarised Primitive Endoderm Layer in Embryoid Bodies Requires Fgfr/ Erk Signalling	"PLOS One, April 2014 | Volume 9 | Issue 4 | e95434"	10.1371/journal.pone.0095434	2014	04April			1		"Duplicated compressed blots, overlapping microscopy"	1			1		1
"Liliana O. Rocha, Sabina Moser Tralamazza, Gabriela M. Reis, Leon Rabinovitch, Cynara B. Barbosa, Benedito Corre_a"	Multi-Method Approach for Characterizing the Interaction between Fusarium verticillioides and Bacillus thuringiensis Subsp. Kurstaki	"PLOS One, April 2014 | Volume 9 | Issue 4 | e92189"	10.1371/journal.pone.0092189	2014	04April		1			Duplicated FACS panels	1	8/12/2014		1		1
"Prabuddha Dey, Monami Chakraborty, Maulik R. Kamdar, Mrinal K. Maiti"	Functional Characterization of Two Structurally Novel Diacylglycerol Acyltransferase2 Isozymes Responsible for the Enhanced Production of Stearate-Rich Storage Lipid in Candida tropicalis SY005	"PLOS One, 14 April 2014 | Volume 9 | Issue 4 | e94472"	10.1371/journal.pone.0094472	2014	04April				1	"Duplicated cells within microscopy panels, multiple cases, duplicated blots"	1		1			1
"Xiaomei Ge, Yafei Zhang, Sungwon Park, Xiaofei Cong, David E. Gerrard, Honglin Jiang"	Stac3 Inhibits Myoblast Differentiation into Myotubes	"PLOS One, April 2014 | Volume 9 | Issue 4 | e95926"	10.1371/journal.pone.0095926	2014	04April		1			Duplicated microscopy images	1	8/7/2014		1		1
"Xudong Shi, Daniel DiRenzo, Lian-Wang Guo, Sarah R. Franco, Bowen Wang, Stephen Seedial, K. Craig Kent"	TGF-b/Smad3 Stimulates Stem Cell/Developmental Gene Expression and Vascular Smooth Muscle Cell De-Differentiation	"PLOS One, April 2014 | Volume 9 | Issue 4 | e93995"	10.1371/journal.pone.0093995	2014	04April		1			Duplicated blot panels	1	7/22/2014		1		1
"Yushen Jiang, Tang Jiang, Juan Ouyang, Qingsong Zhou, Yanlan Liang, Yingpeng Cui, Peisong Chen, Bin Huang"	Cell Atavistic Transition: Paired Box 2 Re-Expression Occurs in Mature Tubular Epithelial Cells during Acute Kidney Injury and Is Regulated by Angiotensin II	"PLOS One, April 2014 | Volume 9 | Issue 4 | e93563"	10.1371/journal.pone.0093563	2014	04April		1			Duplicated gel panels	1	5/6/2015		1		1
"Ambrish Kumar, Daping Fan, Donald J. DiPette, Ugra S. Singh"	"Sparstolonin B, a Novel Plant Derived Compound, Arrests Cell Cycle and Induces Apoptosis in N-Myc Amplified and N-Myc Nonamplified Neuroblastoma Cells"	"PLOS ONE, May 2014 | Volume 9 | Issue 5 | e96343"	10.1371/journal.pone.0096343	2014	05May		1			Duplicated microscopy images	1	7/6/2016		1		1
"Bo Gao, Qiang Huang, Yan-Shui Lin, Bo-Yuan Wei, Yun-Shan Guo, Zhen Sun, Long Wang, Jing Fan, Hong-Yang Zhang, Yue-Hu Han, Xiao-Jie Li, Jun Shi, Jian Liu, Liu Yang, Zhuo-Jing Luo"	Dose-Dependent Effect of Estrogen Suppresses the Osteo-Adipogenic Transdifferentiation of Osteoblasts via Canonical Wnt Signaling Pathway	"PLoS ONE 9(6): e99137, June 11, 2014. doi:10.1371/journal.pone.0099137"	10.1371/journal.pone.0099137	2014	06June			1		"Duplicated, and stretched microscopy images, multiple cases"	1	12/2/2014		1		1
"Yang Liu, Yuanyuan Liu, Chao Sun, Lu Gan, Luwei Zhang, Aihong Mao, Yuting Du, Rong Zhou, Hong Zhang"	Carbon Ion Radiation Inhibits Glioma and Endothelial Cell Migration Induced by Secreted VEGF	"PLOS ONE, June 2014 | Volume 9 | Issue 6 | e98448"	10.1371/journal.pone.0098448	2014	06June			1		Overlapping microscopy images	1	8/7/2015		1		1
"Manasa K. Nayak, Ayusman Dash, Nitesh Singh, Debabrata Dash"	Aspirin Delimits Platelet Life Span by Proteasomal Inhibition	"PLOS ONE, August 2014 | Volume 9 | Issue 8 | e105049, doi: 10.1371/journal.pone.0105049"	10.1371/journal.pone.0105049	2014	08August				1	Duplicated set of lanes within the same panel	1	12/12/2014		1		1
"Wasia Rizwani, Aneesa Fasim, Deepshikha Sharma, Divya J. Reddy, Nabil A. M. Bin Omar, Surya S. Singh"	S137 Phosphorylation of Profilin 1 Is an Important Signaling Event in Breast Cancer Progression	"PLOS ONE, August 2014 | Volume 9 | Issue 8 | e103868"	10.1371/journal.pone.0103868	2014	08August		1			Duplicated microscopy panels	1	11/18/2014		1		1
"Shiuan Wang, Kai Li Tan, Melina A. Agosto, Bo Xiong, Shinya Yamamoto, Hector Sandoval, Manish Jaiswal, Vafa Bayat, Ke Zhang, Wu-Lin Charng, Gabriela David, Lita Duraine, Kartik Venkatachalam, Theodore G. Wensel, Hugo J. Bellen"	The Retromer Complex Is Required for Rhodopsin Recycling and Its Loss Leads to Photoreceptor Degeneration	"PLOS Biology, April 2014 | Volume 12 | Issue 4 | e1001847"	10.1371/journal.pbio.1001847	2014	04April		1			duplicated microscopy panels	1	5/28/2015		1		1
"Apiruck Watthanasurorot, Netnapa Saelee, Amornrat Phongdara, Sittiruk Roytrakul, Pikul Jiravanichpaisal, Kenneth So_derhäll, Irene SöderhällGab"	Astakine 2—the Dark Knight Linking Melatonin to Circadian Regulation in Crustaceans	"PLOS Genetics, March 2013 | Volume 9 | Issue 3 | e1003361, doi:10.1371/journal.pgen.1003361"	10.1371/journal.pgen.1003361	2013	03March				1	"multiple cases of shifted blots, duplicated bands within blots"	1	4/27/2015	1			1
"Dawn E. Watkins-Chow, Joanna Cooke, Ruth Pidsley, Andrew Edwards, Rebecca Slotkin, Karen E. Leeds, Raymond Mullen, Laura L. Baxter, Thomas G. Campbell, Marion C. Salzer, Laura Biondini, Gretchen Gibney, Franc _oise Phan Dinh Tuy, Jamel Chelly, H. Douglas Morris, Johannes Riegler, Mark F. Lythgoe, Ruth M. Arkell, Fabrizio Loreni, Jonathan Flint, William J. Pavan, David A. Keays"	Mutation of the Diamond-Blackfan Anemia Gene Rps7 in Mouse Results in Morphological and Neuroanatomical Phenotypes	"PLOS Genetics, January 2013 | Volume 9 | Issue 1 | e1003094"	10.1371/journal.pgen.1003094	2013	01January		1			duplicated microscopy panels	1	11/19/2015		1		1
"Erica P. Homan, Caressa Lietman, Ingo Grafe, Jennifer Lennington, Roy Morello, Dobrawa Napierala, Ming-Ming Jiang, Elda M. Munivez, Brian Dawson, Terry K. Bertin, Yuqing Chen, Rhonald Lua, Olivier Lichtarge, John Hicks, Mary Ann Weis, David Eyre, Brendan H. L. Lee"	Differential Effects of Collagen Prolyl 3-Hydroxylation on Skeletal Tissues	"PLOS Genetics, January 23, 2014DOI: 10.1371"	10.1371/journal.pgen.1004121	2014	01January		1			duplicated western blot panels	1	6/3/2014		1		1
"Natalia Lopez-del Hoyo, Santiago Lopez-Begines, Jose Luis Rosa, Jeannie Chen, Ana Mendez"	Functional EF-Hands in Neuronal Calcium Sensor GCAP2 Determine Its Phosphorylation State and Subcellular Distribution In Vivo and Are Essential for Photoreceptor Cell Integrity	"PLOS Genetics, July 2014 | Volume 10 | Issue 7 | e1004480"	10.1371/journal.pgen.1004480	2014	07July		1			duplicated microscopy panels	1	10/17/2014		1		1
"Cathleen D. Valentine, Marc O. Anderson, Feroz R. Papa, Peter M. Haggie"	X-Box Binding Protein 1 (XBP1s) Is a Critical Determinant of Pseudomonas aeruginosa Homoserine Lactone-Mediated Apoptosis	"PLOS Pathogens, August 2013 | Volume 9 | Issue 8 | e1003576"	10.1371/journal.ppat.1003576	2013	08August		1			Duplicated microscopy panels	1	5/19/2016		1		1
"Shipan Dai, Murugesan V. S. Rajaram, Heather M. Curry, Rachel Leander, Larry S. Schlesinger"	Fine Tuning Inflammation at the Front Door: Macrophage Complement Receptor 3-mediates Phagocytosis and Immune Suppression for Francisella tularensis	"PLOS Pathogens, January 2013 | Volume 9 | Issue 1 | e1003114"	10.1371/journal.ppat.1003114	2013	01January				1	"Duplicated or mirrored blot panels, or lanes within blots"	1	3/9/2016		1		1
"Vicente Ramírez,  Ana López, Brigitte Mauch-Mani, Ma José Gil, Pablo Vera_"	An Extracellular Subtilase Switch for Immune Priming in Arabidopsis	"PLOS Pathogens, June 2013 | Volume 9 | Issue 6 | e1003445"	10.1371/journal.ppat.1003445	2013	06June			1		"Duplicated/stretched images of a leaf, duplicated gel panels"	1	11/2/2016		1		1
"Haitao Wei, Song Wang, Qinghuang Chen, Yuhai Chen, Xiaojuan Chi, Lianfeng Zhang, Shile Huang, George F. Gao, Ji-Long Chen"	Suppression of Interferon Lambda Signaling by SOCS-1 Results in Their Excessive Production during Influenza Virus Infection	"PLOS Pathogens, January 2014 | Volume 10 | Issue 1 | e1003845"	10.1371/journal.ppat.1003845	2014	01January			1		"Duplicated blot panels, shifted"	1	1/14/2016		1		1
"Meleri Jones, Inga R. Dry, Dan Frampton, Manuraj Singh, Ravinder K. Kanda, Michael B. Yee, Paul Kellam, Michael Hollinshead, Paul R. Kinchington, Edel A. O’Toole, Judith Breuer "	RNA-seq Analysis of Host and Viral Gene Expression Highlights Interaction between Varicella Zoster Virus and Keratinocyte Differentiation	"PLOS Pathogens, January 2014 | Volume 10 | Issue 1 | e1003896"	10.1371/journal.ppat.1003896	2014	01January			1		Duplicated shifted blot panel	1	7/22/2014		1		1
"Miti Jearaphunt, Chadanat Noonin, Pikul Jiravanichpaisal, Seiko Nakamura, Anchalee Tassanakajon, Irene So_derhäll, Kenneth Söderhällati"	Caspase-1-Like Regulation of the proPO-System and Role of ppA and Caspase-1-Like Cleaved Peptides from proPO in Innate Immunity	"PLOS Pathogens 2014, April 2014 | Volume 10 | Issue 4 | e1004059, doi:10.1371/journal.ppat.1004059"	10.1371/journal.ppat.1004059	2014	04April		1			Duplicated microscopy panels	1	5/20/2016		1		1
"Niyas Kudukkil Pulloor, Sajith Nair, Aleksandar D. Kostic, Pradeep Bist, Jeremy D. Weaver, Andrew M. Riley, Richa Tyagi, Pradeep D. Uchil, John D. York, Solomon H. Snyder, Adolfo Garcı__a-Sastre, Barry V. L. Potter, Rongtuan Lin, Stephen B. Shears, Ramnik J. Xavier, Manoj N. Krishnan"	Human Genome-Wide RNAi Screen Identifies an Essential Role for Inositol Pyrophosphates in Type-I Interferon Response	"PLOS Pathogens, February 2014 | Volume 10 | Issue 2 | e1003981"	10.1371/journal.ppat.1003981	2014	02February			1		"Duplicated, and shifted western blot panels"	1	10/23/2014		1		1
"Verity G. Kew, Jinxiang Yuan, Jeffery Meier, Matthew B. Reeves"	Mitogen and Stress Activated Kinases Act Co-operatively with CREB during the Induction of Human Cytomegalovirus Immediate-Early Gene Expression from Latency	"PLOS Pathogens,  June 2014 | Volume 10 | Issue 6 | e1004195"	10.1371/journal.ppat.1004195	2014	06June			1		Rotated western blot	1	9/5/2014		1		1
"Michelle Khai Khun Yap, Nget Hong Tan, Si Mui Sim, Shin Yee Fung, Choo Hock Tan"	Pharmacokinetics of Naja sumatrana (Equatorial Spitting Cobra) Venom and Its Major Toxins in Experimentally Envenomed Rabbits	PLOS Neglected Tropical Diseases June 2014 | Volume 8 | Issue 6 | e28901	10.1371/journal.pntd.0002890	2014	01January				1	"duplicated, stretched blot panels with duplicated area within blot"	1	9/30/2014		1		1
"Jianming Chen, Julian I. Rood, and Bruce A. McClane"	Epsilon-Toxin Production by Clostridium perfringens Type D Strain CN3718 Is Dependent upon the agr Operon but Not the VirS/VirR Two-Component Regulatory System	mBio 2(6):  2011	10.1128/mBio.00275-11	2011	mBio			1		"Overlapping microscopy images, multiple times"	1	1/27/2015		1		1
"Doblin Sandai, Yin Zhikang, Laura Selway, David Stead, Janet Walker, Michelle D. Leach, Iryna Bohovych, Iuliana V. Ene, Stavroula Kastora, Susan Budge, Carol A. Munro, Frank C. Odds, Neil A. R. Gow, and Alistair J. P. Brown"	The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans	mBio 3(6): 2012	10.1128/mBio.00495-12	2012	mBio		1			Duplicated western blots	1	1/20/2015		1		1
"Anusha M. Gopalakrishnan, and Nirbhay Kumar"	Opposing Roles for Two Molecular Forms of Replication Protein A in Rad51-Rad54-Mediated DNA Recombination in Plasmodium falciparum	mBio 4(3): 2013	10.1128/mBio.00252-13	2013	mBio			1		Duplicated agarose gel panels	1	2/3/2015		1		1
"Christopher W. Cutler, Paul I. Eke, Caroline A. Genco, Thomas E. Van Dyke, and Roland R. Arnold"	Hemin-Induced Modifications of the Antigenicity and Hemin-Binding Capacity of Porphyromonas gingivalis Lipopolysaccharide	"Infect. Immun. June 1996, p. 2282–2287 Vol. 64, No. 6"	PMID: 8675338	1996	IAI				1	"Cut, and duplicated SDS PAGE parts"	1				1	1
"Brenda A. Wilson, Virgilio G. Ponferrada, Jefferson E. Vallence, and Mengfei Ho"	Localization of the Intracellular Activity Domain of Pasteurella multocida Toxin to the N Terminus	"Infection, and Immunity, Jan. 1999, p. 80–87 Vol. 67, No. 1"	PMID: 9864199 	1999	IAI		1			"Identical microscopy panels, might be error"	1				1	1
"S. Jeyaseelan, S.L. Hsuan, M.S. Kannan, B. Walcheck, J.F. Wang, M.E. Kehrli, E.T. Lally, G.C. Sieck, and S.K. Maheswaran"	Lymphocyte Function-Associated Antigen 1 Is a Receptor for Pasteurella haemolytica Leukotoxin in Bovine Leukocytes	"Infection, and Immunity, Jan. 2000, p. 72–79 Vol. 68, No. 1"	10.1128/IAI.68.1.72-79.2000	2000	IAI			1		Multiple cases of shifted or duplicated blot panels	1				1	1
"S. Jeyaseelan, M.S. Kannan, R.E. Briggs, P. Thumbikat, and S.K. Maheswaran"	"Mannheimia haemolytica Leukotoxin Activates a Nonreceptor Tyrosine Kinase Signaling Cascade in Bovine Leukocytes, Which Induces Biological Effects"	"Infection, and Immunity, Oct. 2001, p. 6131–6139 Vol. 69, No. 10"	10.1128/IAI.69.10.6131–6139.2001	2001	IAI				1	Multiple cases of shifted or duplicated blot panels	1				1	1
"Nobuo Okahashi, Atsuo Sakurai, Ichiro Nakagawa, Taku Fujiwara, Shigetada Kawabata, Atsuo Amano, and Shigeyuki Hamada"	Infection by Streptococcus pyogenes Induces the Receptor Activator of NF-__B Ligand Expression in Mouse Osteoblastic Cells	"Infect. Immun. Feb. 2003, p. 948–955 Vol. 71, No. 2"	10.1128/IAI.71.2.948-955.2003	2003	IAI		1			"duplicated blots, two sets"	1				1	1
"Stephanie Dahan, Guillaume Dalmasso, Veronique Imbert, Jean-Francois Peyron, Patrick Rampal, and Dorota Czerucka"	Saccharomyces boulardii Interferes with Enterohemorrhagic Escherichia coli-Induced Signaling Pathways in T84 Cells	"Infection and Immunity 73: Feb. 2003, p. 766–773"	10.1128/IAI.71.2.766–773.2003	2003	IAI			1		multiple cases of duplicated bands within same blot	CHECK				1	1
"Laura W. Schrum, Ian Marriott, Betsy R. Butler, Elaine K. Thomas, Michael C. Hudson, and Kenneth L. Bost"	Functional CD40 Expression Induced following Bacterial Infection of Mouse and Human Osteoblast	"Infect. Immun. Mar. 2003, p. 1209–1216"	10.1128/IAI.71.3.1209–1216.2003	2003	IAI		1			duplicated microscopoy images	CHECK				1	1
"Sen Rong Yan, Gefei Qing, David M. Byers, Andrew W. Stadnyk, Walla Al-Hertani, and Robert Bortolussi"	Role of MyD88 in Diminished Tumor Necrosis Factor Alpha Production by Newborn Mononuclear Cells in Response to Lipopolysaccharide	"Infect. Immun. Mar. 2004, p. 1223–1229 Vol. 72, No. 3"	10.1128/IAI.72.3.1223-1229.2004	2004	IAI			1		Mirrored blot	1				1	1
"Peter L. W. Yun, Arthur A. Decarlo, Cheryl C. Chapple, and Neil Hunter"	Functional Implication of the Hydrolysis of Platelet Endothelial Cell Adhesion Molecule 1 (CD31) by Gingipains of Porphyromonas gingivalis for the Pathology of Periodontal Disease	"Infect. Immun. Mar. 2005, p. 1386–1398 Vol. 73, No. 3"	10.1128/IAI.73.3.1386-1398.2005	2005	IAI			1		Overlapping microscopy panels	1				1	1
"Samithamby Jeyaseelan, Hong Wei Chu, Scott K. Young, Mason W. Freeman, and G. Scott Worthen"	Distinct Roles of Pattern Recognition Receptors CD14 and Toll-Like Receptor 4 in Acute Lung Injury	"Infection, and Immunity, Mar. 2005, p. 1754–1763 Vol. 73, No. 3"	10.1128/IAI.73.3.1754–1763.2005	2005	IAI			1		Overlapping microscopy panels	1				1	1
"Ellen J. Beswick, Irina V. Pinchuk, Kyle Minch, Giovanni Suarez, Johanna C. Sierra, Yoshio Yamaoka, and Victor E. Reyes"	The Helicobacter pylori Urease B Subunit Binds to CD74 on Gastric Epithelial Cells and Induces NF-__B Activation and Interleukin-8 Production	"Infect. Immun. Feb. 2006, p. 1148–1155 Vol. 74, No. 2"	10.1128/IAI.74.2.1148-1155.2006	2006	IAI		1			Duplicated blot panel within other panel	1				1	1
"Catherine J. Hunter, Monica Williams, Mikael Petrosyan, Yigit Guner, Rahul Mittal, Dennis Mock, Jeffrey S. Upperman, Henri R. Ford, and Nemani V. Prasadarao"	Lactobacillus bulgaricus Prevents Intestinal Epithelial Cell Injury Caused by Enterobacter sakazakii-Induced Nitric Oxide both In Vitro and in the Newborn Rat Model of Necrotizing Enterocolitis__	"Infect. Immun. Mar. 2009, p. 1031–1043 Vol. 77, No. 3"	10.1128/IAI.01192-08	2009	IAI			1		"Overlapping microscopy, mirrored blot panels, multiple cases"	1				1	1
"Suleyman Felek, and Eric S. Krukonis"	The Yersinia pestis Ail Protein Mediates Binding and Yop Delivery to Host Cells Required for Plague Virulence__	"Infection, and Immunity, Feb. 2009, p. 825–836 Vol. 77, No. 2"	10.1128/IAI.00913-08	2009	IAI			1		Mirrored microscopy image	1				1	1
